age gender earnings education
30 female 14.150944 12
30 male   15.734265 16
30 female 36.057693 16
30 male   12.019231 12
29 male   24.038462 13
30 female 25.000000 16
30 male   14.423077 13
30 male   14.423077 16
29 male   20.673077 12
30 female  6.346154 14
29 female  7.350000 13
30 male   22.235577 13
30 male   23.076923 16
29 male   15.384615 16
29 female 13.221154 16
29 female  8.284314 14
29 male   42.735043 16
30 male   24.519230 18
30 female  9.134615 12
29 male    9.615385 12
29 male   12.307693 13
29 female 29.807692 13
30 male   11.057693 12
29 male   22.435898 12
29 female 15.476191 16
29 male   15.384615 12
29 male   26.442308 16
29 male   10.096154 12
30 male   13.461538 12
29 male   21.367521 12
29 male   14.497042 16
30 female 19.711538 16
29 male   19.230770 13
30 male   28.846153 12
29 male    9.183674 12
30 male   20.384615 14
30 male   12.980769 14
30 male   11.538462 12
29 female  8.173077 14
29 male    6.923077 12
29 male   15.796703 16
30 female 22.596153 16
29 male   27.403847 13
29 female 16.826923 13
29 male    8.241758 14
30 female 32.211540 12
29 female 21.153847 14
30 female 17.788462 16
30 female 12.980769 16
29 female 15.384615 16
30 female 13.927350 16
30 male    7.211538 12
30 male   16.826923 14
29 female 12.019231 14
29 female  7.644231 13
29 female  7.500000 14
29 male   28.365385 12
29 male   19.230770 12
30 female  8.653846 12
30 male   16.826923 16
30 female 14.423077 12
29 female 17.307692 16
29 female 13.461538 12
29 male   23.192308 16
30 female 17.788462 12
30 male   12.980769 13
30 male   12.980769 16
29 male   10.256411 12
30 female 13.354701 13
29 male   25.000000 18
29 female  6.730769 14
29 male   24.725275 16
29 female 19.230770 14
29 male   21.538462 14
29 female 10.576923 13
30 male   23.076923 10
29 male    5.833333  9
29 male   11.057693 11
29 male   12.500000 12
30 male   16.826923 12
29 female 16.826923 12
30 male   21.153847 12
29 female 12.307693 16
30 male   12.307693 14
30 male   11.538462 12
29 male   25.641026 13
30 female  8.241758 14
29 female 13.888889 12
29 female 12.500000 13
30 male   30.769230 16
29 female  9.615385 12
29 female 17.105263 13
29 female 16.826923 13
30 male   12.307693 14
29 male   36.538460 16
30 female 17.308655 13
29 male   10.576923 12
30 male   28.846153 16
30 male   26.470589 12
30 male   34.615383 16
29 female 12.980769 12
30 male   12.019231 14
30 male   12.019231 12
30 male   10.817307 12
30 male   16.826923 12
29 male   43.269230 16
30 male   14.577259 12
30 male   35.576923 16
30 male   52.884617 16
30 female 37.980770 13
30 male   13.750000 14
29 male   15.865385  6
29 male   16.666666 16
29 male   12.980769 12
29 male   52.884617 16
29 female  7.211538 12
30 male    7.211538 12
29 male   27.472527 16
30 female 19.230770 18
30 female 21.634615 14
29 male    3.296703 13
29 male   17.083334 12
29 male   12.820513 16
29 female 30.982906 16
29 male   14.423077 16
30 male   28.846153 13
30 female  5.021368 13
29 male   16.042780 16
29 female  3.846154 16
29 male    2.884615 12
29 female 27.472527 13
30 male   23.928366 13
29 male    7.840237 13
29 male   21.853148 16
30 male   32.051281 16
29 male   16.826923 11
29 male   10.576923 12
30 male   16.826923 12
30 male   10.000000 12
30 female  9.615385 16
29 male   16.826923 13
30 female  5.769231 13
30 male    9.452991 12
29 male   12.019231 13
30 male   17.548077 12
30 male   14.957265 12
29 male   16.826923 12
30 female 18.269230 16
29 female 14.320786 12
30 male   31.250000 12
29 male   12.500000 11
30 male   17.948717 13
30 female 24.038462 14
30 male   21.978022 14
30 female 12.500000 12
29 male   11.538462 12
29 female 12.019231 13
29 female  6.250000  6
30 female 10.000000 13
29 male   23.557692 16
29 female  9.230769 13
30 male    4.807693  8
29 male   19.326923 16
29 male    5.274725 12
30 male   33.653847 12
29 male    7.846154 12
30 male   33.653847 13
30 male   13.986014 13
30 male   10.096154 12
30 male   14.423077 18
29 male   13.461538 14
29 female 14.903846 14
29 male   19.230770 16
29 female  8.547009 12
30 female 13.422596 12
30 male   18.803419 12
29 male   15.384615 12
29 female 25.480770 16
30 female 12.019231 12
30 male   16.346153 16
30 male    6.000000 12
29 female 11.057693 12
30 male   17.307692 13
30 female 14.423077 16
29 female 19.711538 16
29 female  9.615385  9
29 female 25.961538 16
30 male    4.807693 16
30 female  8.791209 16
30 male    2.884615  9
29 female 28.846153 16
29 male   36.057693 16
30 female  7.932693 12
29 male   13.286714 16
30 female 12.820513 16
29 male   30.769230 16
29 female  7.211538 12
29 female 11.538462 16
30 male   14.230769 14
30 female 15.182186 13
30 male   27.884615 16
29 female 24.038462 16
30 male   14.423077 12
29 female 13.247863 14
29 male   19.181923 12
30 male    7.500000 12
29 female 12.019231 12
29 male   27.777779 16
29 female  5.528846 11
30 male    6.410256 14
30 male   16.826923 13
30 female 12.000000 12
29 male   10.531136 14
29 male   12.500000 12
29 male    5.769231  6
29 female 14.423077 13
30 female 10.683761 13
30 male   15.144231 14
30 female 21.978022 16
29 male    6.730769  9
29 male   19.230770 13
29 female 12.336720 12
29 female 10.000000 13
30 male   13.461538 13
30 female 25.000000 13
29 male    5.769231 12
29 female  7.142857 13
30 female  9.615385 12
29 male   17.788462 12
29 male   13.461538 11
30 male   24.038462 14
30 male   18.269230 13
30 female 14.423077 18
30 female 16.346153 18
30 male   23.076923 12
29 male   19.230770 12
29 male   11.538462 12
30 female  4.567307 16
29 male   18.376068 14
29 female 17.965588 16
29 male    8.653846  9
29 male   56.089745 16
29 male   11.217949 14
29 male   16.203703 12
29 female 23.076923 16
30 male   21.153847 12
29 female 16.615385 18
29 male   24.786325 16
30 male    3.846154 13
30 male   17.628204 13
29 female 12.980769 14
30 male   25.000000 13
29 female  5.448718 14
30 female 24.038462 13
29 male   12.980769 12
29 male   24.038462 12
30 male    7.211538 14
29 male    7.692307  6
30 male   14.423077 12
30 female  8.173077 12
29 male    2.622378 12
30 male   52.884617 16
29 male   16.826923 16
29 male   17.307692 14
29 male   14.615385 12
30 male   12.820513 14
30 male   21.634615 14
30 male   25.303644 12
30 male   20.673077 18
29 male   24.615385 16
30 female 22.596153 13
30 female  9.245563 14
30 male   12.019231 12
29 male   10.576923 12
29 male   14.423077 13
30 female  7.692307 11
30 male    9.615385  6
30 female  8.444445 10
30 male   19.230770 16
30 female  7.211538 13
29 male    4.120879 12
30 male   11.111111 13
29 female 12.740385  9
29 female 16.346153 12
29 male   10.302197 12
29 female 19.230770 14
30 female 15.384615 16
30 female 16.826923 16
29 female 18.269230 18
30 female  9.519231 13
29 male   11.538462 13
30 male   23.076923 16
30 male   11.600000 12
30 male   24.038462 16
30 female  6.250000  8
30 female 14.278846 13
29 female 14.423077 12
29 male   17.788462 12
30 female 11.057693 12
29 male   12.087913 12
29 male   13.461538 12
29 female  6.303922 11
30 male   15.384615 16
30 male   14.697803 16
29 male   11.538462 13
29 male   16.826923 12
29 male   23.148148 12
30 male   20.833334 13
29 female 14.170040 13
30 female 15.064102 14
29 male   11.188811 12
29 female 19.230770 14
29 female  7.211538  6
29 female 14.423077 13
29 female 23.076923 16
29 female  8.653846  6
30 female 25.480770 18
29 female 14.423077 14
29 male   12.912087 14
30 female 14.423077 14
30 male   11.538462 13
30 male   23.504274 16
30 male   25.641026 16
30 female 14.423077 13
30 male   14.423077 13
30 male   24.038462 12
30 male    6.230769  9
30 female  7.000000  9
30 male    9.326923 13
30 female 12.980769 13
30 male   19.230770 16
29 male   13.461538 12
30 male   21.634615 16
30 male   27.472527 18
29 female  7.692307 12
30 male   17.788462 13
29 female 16.826923 13
30 male   17.170330 18
30 male   43.269711 18
29 male   10.897436 13
30 male    7.500000  8
29 female 12.019231 18
29 male   14.423077 12
29 female 19.230770 13
29 female 21.634615 14
30 male   17.948717 18
30 male   12.019231 12
30 male   19.151846 12
29 female 19.230770 12
29 male   21.678322 16
30 male   11.653846 11
29 male   14.302885 12
30 male   21.367521 16
30 female 16.826923 16
30 male   19.792692 16
30 female 18.696581 16
30 female  4.967033 16
29 male   11.538462 12
29 male   15.865385 12
30 male   14.423077 13
29 male   24.038462 14
30 female 72.115387 18
29 female 11.434511 12
29 male   20.673077 14
30 male   12.019231 13
29 female 12.204142 13
30 male   20.192308 14
29 female 14.957265 14
30 male   48.076923 16
29 female  7.692307 13
29 male   14.423077 12
30 female  4.326923 12
30 female 20.299145 16
29 female 11.057693 16
29 male   13.750000 10
30 female 23.557692 14
29 male   12.500000 14
29 male   12.019231 16
29 female 12.133699 16
29 male    8.108109  8
29 male   12.980769 12
30 female  9.615385 12
29 male   12.019231 10
29 female 19.471153 16
30 male    6.153846  6
29 male   16.826923 12
29 male    6.250000  6
29 male   11.513158 13
29 male   21.367521 13
29 male   21.634615 16
30 male   25.000000 16
30 female 21.634615 16
30 male   12.980769 13
29 female 10.000000 13
29 female 18.269230 16
29 female 24.615385 14
30 male    9.615385 12
29 male   24.038462 12
29 male   12.596154 14
30 female 92.500000 18
30 female 16.346153 13
29 male    9.410802 10
30 male   12.500000 16
30 male    3.076923  9
29 female 12.980769 14
29 female  8.888889 14
30 female  6.250000 14
